first_line,text,len,note,text_raw,len_raw
  Going to heaven!,"  Going to heaven!
  
  I don't know when,
  
  Pray do not ask me how, —
  
  Indeed, I 'm too astonished
  
  To think of answering you!
  
  Going to heaven! —
  
  How dim it sounds!
  
  And yet it will be done
  
  As sure as flocks go home at night
  
  Unto the shepherd's arm!
  

  Perhaps you 're going too!
  
  Who knows?
  
  If you should get there first,
  
  Save just a little place for me
  
  Close to the two I lost!
  

  The smallest ""robe"" will fit me,
  
  And just a bit of ""crown;""
  
  For you know we do not mind our dress
  
  When we are going home.
  

  I 'm glad I don't believe it,
  
  For it would stop my breath,
  
  And I 'd like to look a little more
  
  At such a curious earth!
  
  I am glad they did believe it
  
  Whom I have never found
  
  Since the mighty autumn afternoon
  
  I left them in the ground.",856,,going to heaven i dont know when pray do not ask me how indeed i m too astonished to think of answering you going to heaven how dim it sounds and yet it will be done as sure as flocks go home at night unto the shepherds arm perhaps you re going too who knows if you should get there first save just a little place for me close to the two i lost the smallest robe will fit me and just a bit of crown for you know we do not mind our dress when we are going home i m glad i dont believe it for it would stop my breath and i d like to look a little more at such a curious earth i am glad they did believe it whom i have never found since the mighty autumn afternoon i left them in the ground,687
"  At least to pray is left, is left.","  At least to pray is left, is left.
  
  O Jesus! in the air
  
  I know not which thy chamber is, —
  
  I 'm knocking everywhere.
  

  Thou stirrest earthquake in the South,
  
  And maelstrom in the sea;
  
  Say, Jesus Christ of Nazareth,
  
  Hast thou no arm for me?",274,,at least to pray is left is left o jesus in the air i know not which thy chamber is i m knocking everywhere thou stirrest earthquake in the south and maelstrom in the sea say jesus christ of nazareth hast thou no arm for me,223
  Step lightly on this narrow spot!,"  Step lightly on this narrow spot!
  
  The broadest land that grows
  
  Is not so ample as the breast
  
  These emerald seams enclose.
  

  Step lofty; for this name is told
  
  As far as cannon dwell,
  
  Or flag subsist, or fame export
  
  Her deathless syllable.",273,,step lightly on this narrow spot the broadest land that grows is not so ample as the breast these emerald seams enclose step lofty for this name is told as far as cannon dwell or flag subsist or fame export her deathless syllable,229
  Morns like these we parted;,"  Morns like these we parted;
  
  Noons like these she rose,
  
  Fluttering first, then firmer,
  
  To her fair repose.
  

  Never did she lisp it,
  
  And 't was not for me;
  
  She was mute from transport,
  
  I, from agony!
  

  Till the evening, nearing,
  
  One the shutters drew —
  
  Quick! a sharper rustling!
  
  And this linnet flew!",354,,morns like these we parted noons like these she rose fluttering first then firmer to her fair repose never did she lisp it and t was not for me she was mute from transport i from agony till the evening nearing one the shutters drew quick a sharper rustling and this linnet flew,277
  A death-blow is a life-blow to some,"  A death-blow is a life-blow to some
  
  Who, till they died, did not alive become;
  
  Who, had they lived, had died, but when
  
  They died, vitality begun.",162,,a deathblow is a lifeblow to some who till they died did not alive become who had they lived had died but when they died vitality begun,135
"  I read my sentence steadily,","  I read my sentence steadily,
  
  Reviewed it with my eyes,
  
  To see that I made no mistake
  
  In its extremest clause, —
  

  The date, and manner of the shame;
  
  And then the pious form
  
  That ""God have mercy"" on the soul
  
  The jury voted him.
  

  I made my soul familiar
  
  With her extremity,
  
  That at the last it should not be
  
  A novel agony,
  

  But she and Death, acquainted,
  
  Meet tranquilly as friends,
  
  Salute and pass without a hint —
  
  And there the matter ends.",516,,i read my sentence steadily reviewed it with my eyes to see that i made no mistake in its extremest clause the date and manner of the shame and then the pious form that god have mercy on the soul the jury voted him i made my soul familiar with her extremity that at the last it should not be a novel agony but she and death acquainted meet tranquilly as friends salute and pass without a hint and there the matter ends,418
"  I have not told my garden yet,","  I have not told my garden yet,
  
  Lest that should conquer me;
  
  I have not quite the strength now
  
  To break it to the bee.
  

  I will not name it in the street,
  
  For shops would stare, that I,
  
  So shy, so very ignorant,
  
  Should have the face to die.
  

  The hillsides must not know it,
  
  Where I have rambled so,
  
  Nor tell the loving forests
  
  The day that I shall go,
  

  Nor lisp it at the table,
  
  Nor heedless by the way
  
  Hint that within the riddle
  
  One will walk to-day!",527,,i have not told my garden yet lest that should conquer me i have not quite the strength now to break it to the bee i will not name it in the street for shops would stare that i so shy so very ignorant should have the face to die the hillsides must not know it where i have rambled so nor tell the loving forests the day that i shall go nor lisp it at the table nor heedless by the way hint that within the riddle one will walk today,432
"  They dropped like flakes, they dropped like stars,","  They dropped like flakes, they dropped like stars,
  
  Like petals from a rose,
  
  When suddenly across the June
  
  A wind with fingers goes.
  

  They perished in the seamless grass, —
  
  No eye could find the place;
  
  But God on his repealless list
  
  Can summon every face.",291,,they dropped like flakes they dropped like stars like petals from a rose when suddenly across the june a wind with fingers goes they perished in the seamless grass no eye could find the place but god on his repealless list can summon every face,244
  The only ghost I ever saw,"  The only ghost I ever saw
  
  Was dressed in mechlin, — so;
  
  He wore no sandal on his foot,
  
  And stepped like flakes of snow.
  
  His gait was soundless, like the bird,
  
  But rapid, like the roe;
  
  His fashions quaint, mosaic,
  
  Or, haply, mistletoe.
  

  His conversation seldom,
  
  His laughter like the breeze
  
  That dies away in dimples
  
  Among the pensive trees.
  
  Our interview was transient,—
  
  Of me, himself was shy;
  
  And God forbid I look behind
  
  Since that appalling day!",526,,the only ghost i ever saw was dressed in mechlin so he wore no sandal on his foot and stepped like flakes of snow his gait was soundless like the bird but rapid like the roe his fashions quaint mosaic or haply mistletoe his conversation seldom his laughter like the breeze that dies away in dimples among the pensive trees our interview was transient of me himself was shy and god forbid i look behind since that appalling day,426
"  Some, too fragile for winter winds,","  Some, too fragile for winter winds,
  
  The thoughtful grave encloses, —
  
  Tenderly tucking them in from frost
  
  Before their feet are cold.
  

  Never the treasures in her nest
  
  The cautious grave exposes,
  
  Building where schoolboy dare not look
  
  And sportsman is not bold.
  

  This covert have all the children
  
  Early aged, and often cold, —
  
  Sparrows unnoticed by the Father;
  
  Lambs for whom time had not a fold.",451,,some too fragile for winter winds the thoughtful grave encloses tenderly tucking them in from frost before their feet are cold never the treasures in her nest the cautious grave exposes building where schoolboy dare not look and sportsman is not bold this covert have all the children early aged and often cold sparrows unnoticed by the father lambs for whom time had not a fold,378
